,TUCASEID,TULINENO,HRYEAR4,PEAFNOW,PEMLR,PEHRWANT,PESCHENR,PEDWWNTO,TELE2019,TELECOVID,TELENOW,EMPA,EMPB,EMPC,EMPD,EMPSTAT,TELEALL,CORR
341,20190303192219,1,2019,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
342,20190303192219,2,2019,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
343,20190303192276,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
344,20190303192276,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,20190303192276,4,2019,2,7,-1,2,-1,-1,-1,-1,-1,2,-1,2,2,-1,2
346,20190303192289,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
347,20190303192289,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
348,20190303192289,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
349,20190303192290,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
352,20190303192338,1,2019,2,7,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,-1,2
353,20190303192338,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
354,20190303192357,1,2019,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
355,20190303192398,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
356,20190303192398,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
358,20190303192428,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,20190303192437,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
361,20190303192437,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
362,20190303192438,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
363,20190303192438,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
364,20190303192449,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
366,20190303192449,3,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
367,20190303192450,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
368,20190303192450,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
369,20190303192450,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
370,20190303192450,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
373,20190303192465,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
374,20190303192467,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
375,20190303192467,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
376,20190303192487,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
377,20190303192487,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
378,20190303192487,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
379,20190303192487,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
380,20190303192487,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
382,20190303192501,2,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
383,20190303192501,3,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
385,20190303192536,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
386,20190303192536,2,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
387,20190303192536,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
388,20190303192536,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
389,20190303192544,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
391,20190403190010,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
392,20190403190010,2,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
397,20190403190016,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
398,20190403190016,2,2019,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
401,20190403190017,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
404,20190403190020,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
407,20190403190028,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
408,20190403190028,2,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
409,20190403190030,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
410,20190403190030,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
411,20190403190035,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
413,20190403190040,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
414,20190403190040,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
416,20190403190041,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
417,20190403190041,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
418,20190403190041,3,2019,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
419,20190403190041,7,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,20190403190042,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
421,20190403190043,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
422,20190403190043,2,2019,2,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
423,20190403190043,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
425,20190403190044,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
427,20190403190056,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,20190403190070,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
431,20190403190073,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
432,20190403190076,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
433,20190403190081,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
436,20190403190084,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
438,20190403190087,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
439,20190403190087,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
440,20190403190087,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
441,20190403190087,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
445,20190403190096,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
446,20190403190099,1,2019,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
448,20190403190105,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
449,20190403190105,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
452,20190403190110,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
453,20190403190116,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
454,20190403190116,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
456,20190403190117,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
457,20190403190117,3,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
458,20190403190118,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
459,20190403190118,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,20190403190126,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
461,20190403190126,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
462,20190403190126,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
463,20190403190126,4,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
465,20190403190126,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
466,20190403190129,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
467,20190403190129,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
468,20190403190133,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
469,20190403190133,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,20190403190133,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
471,20190403190133,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
472,20190403190133,5,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
474,20190403190138,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
475,20190403190138,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
476,20190403190138,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
477,20190403190139,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
478,20190403190139,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,20190403190144,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
481,20190403190144,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
486,20190403190506,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
487,20190403190506,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
488,20190403190506,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
489,20190403190507,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,20190403190507,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
491,20190403190507,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
492,20190403190509,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
493,20190403190509,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,20190403190515,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
499,20190403190525,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,20190403190525,2,2019,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
503,20190403190528,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
504,20190403190528,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
505,20190403190528,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
506,20190403190528,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
507,20190403190532,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
508,20190403190532,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
509,20190403190532,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,20190403190532,4,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
511,20190403190535,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
513,20190403190544,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
514,20190403190544,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
515,20190403190544,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
516,20190403190544,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
517,20190403190544,5,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
518,20190403190545,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
519,20190403190545,2,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
520,20190403190545,3,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
521,20190403190545,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
522,20190403190545,5,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
523,20190403190547,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
524,20190403190547,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,20190403190547,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
526,20190403190550,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
527,20190403190550,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
528,20190403190551,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
529,20190403190551,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,20190403190551,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
531,20190403190551,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
532,20190403190552,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
533,20190403190555,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
534,20190403190555,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
536,20190403190555,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
537,20190403190555,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
539,20190403190558,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
543,20190403190560,2,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
545,20190403190568,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
549,20190403190572,1,2019,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
550,20190403190574,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
552,20190403190578,2,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
553,20190403190578,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
554,20190403190578,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,20190403190580,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
557,20190403190580,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
558,20190403190580,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
561,20190403190586,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
562,20190403190588,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
565,20190403190598,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
566,20190403190598,2,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
567,20190403190600,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
568,20190403190600,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,20190403190603,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
571,20190403190603,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
573,20190403190613,1,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
574,20190403190615,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
575,20190403190615,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
576,20190403190615,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
577,20190403190615,4,2019,2,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
578,20190403190616,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
579,20190403190616,2,2019,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
580,20190403190616,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
581,20190403190616,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
582,20190403190616,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
583,20190403190617,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
585,20190403190617,3,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
587,20190403190619,1,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
589,20190403190623,2,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
590,20190403190624,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
591,20190403190630,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
592,20190403190630,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
593,20190403190642,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
594,20190403190642,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
595,20190403190642,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
596,20190403190643,1,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
597,20190403190643,2,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
598,20190403190643,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
599,20190403190643,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,20190403190647,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
602,20190403190651,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
603,20190403190651,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
612,20190403190664,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
613,20190403190664,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
614,20190403190664,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
615,20190403190664,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
616,20190403190664,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
617,20190403190666,1,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
618,20190403190666,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
619,20190403190666,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
620,20190403190679,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
621,20190403190679,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
622,20190403190679,3,2019,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
623,20190403190679,4,2019,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
624,20190403190680,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
625,20190403190682,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
626,20190403190682,2,2019,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
627,20190403190682,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
628,20190403190682,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
629,20190403190682,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,20190403190682,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
631,20190403190683,1,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
632,20190403190683,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
633,20190403190683,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
634,20190403190683,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
635,20190403190688,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
636,20190403190688,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
637,20190403190688,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
639,20190403190690,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
640,20190403190690,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
642,20190403190690,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
643,20190403190690,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
644,20190403190690,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
645,20190403190690,7,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
646,20190403190692,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
647,20190403190692,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
648,20190403190692,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
649,20190403190692,4,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
652,20190403190697,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
653,20190403190697,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
654,20190403190700,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
655,20190403190701,1,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
656,20190403190701,2,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
657,20190403190701,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
658,20190403190701,4,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
659,20190403190710,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
660,20190403190710,2,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
661,20190403190712,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
662,20190403190712,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
663,20190403190712,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
664,20190403190712,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
665,20190403190712,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
666,20190403190712,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
667,20190403190716,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
668,20190403190716,2,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
669,20190403190716,3,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
670,20190403190716,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
671,20190403190717,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
672,20190403190722,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
673,20190403190722,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
674,20190403190725,1,2019,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
675,20190403190725,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
676,20190403190728,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
677,20190403190728,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
678,20190403190728,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
